Timestamp_s,ID,Extended,RTR,Length,D0,D1,D2,D3,D4,D5,D6,D7
1.340635,792,0,0,8,0,0,0,0,0,0,255,0
1.346107,729,0,0,8,0,0,0,47,0,0,0,0
1.348752,590,0,0,8,255,255,16,0,0,0,90,90
1.349715,594,0,0,8,3,0,16,15,128,15,127,137
1.352224,1086,0,0,8,253,63,4,15,0,0,0,1
1.358736,707,0,0,8,0,0,0,0,0,0,255,0
1.366087,918,0,0,8,217,152,1,70,253,111,253,111
1.367015,914,0,0,8,217,152,1,70,253,111,253,111
1.368439,706,0,0,4,19,136,147,0,,,,
1.378269,915,0,0,8,0,0,0,0,0,0,0,0
1.378949,290,0,0,4,4,2,0,0,,,,
1.379935,562,0,0,8,255,64,0,255,0,0,0,0
1.386173,729,0,0,8,0,0,0,47,0,0,0,0
1.390037,992,0,0,8,2,52,49,57,0,0,0,0
1.396821,727,0,0,8,32,0,0,0,0,0,0,0
1.406092,918,0,0,8,217,152,1,70,253,111,253,111
1.407019,914,0,0,8,217,152,1,70,253,111,253,111
1.416933,299,0,0,1,3,,,,,,,
1.417914,925,0,0,8,45,0,0,0,0,0,0,0
1.418883,802,0,0,8,2,148,0,0,55,255,255,255
1.419884,915,0,0,8,0,0,0,0,0,0,0,0
1.420427,761,0,0,2,0,0,,,,,,
1.425634,827,0,0,8,42,255,3,150,0,0,0,0
1.426608,729,0,0,8,0,0,0,47,0,0,0,0
1.436160,726,0,0,8,0,0,0,0,0,0,0,0
1.438751,767,0,0,8,0,144,0,0,255,255,255,255
1.439760,792,0,0,8,0,0,0,0,0,0,255,0
1.446112,918,0,0,8,217,152,1,70,253,111,253,111
1.447039,914,0,0,8,217,152,1,70,253,111,253,111
1.448745,590,0,0,8,255,255,16,0,0,0,90,90
1.449735,1087,0,0,8,253,1,63,255,255,255,255,255
1.450693,594,0,0,8,3,0,16,15,128,7,127,139
1.458053,915,0,0,8,0,0,0,0,0,0,0,0
1.459039,707,0,0,8,0,0,0,0,0,0,255,0
1.464964,448,0,0,6,0,0,0,128,0,4,,
1.466142,729,0,0,8,0,0,0,47,0,0,0,0
1.478437,290,0,0,4,4,2,0,0,,,,
1.486110,918,0,0,8,217,152,1,70,253,111,253,111
1.487037,914,0,0,8,217,152,1,70,253,111,253,111
1.488771,736,0,0,8,64,192,0,255,89,94,97,94
1.489988,992,0,0,8,0,49,67,54,83,82,70,72
1.498592,915,0,0,8,0,0,0,0,0,0,0,0
1.506144,729,0,0,8,0,0,0,47,0,0,0,0
1.508681,690,0,0,8,255,255,255,0,20,4,255,0
1.516937,299,0,0,1,3,,,,,,,
1.518674,802,0,0,8,2,131,0,0,55,255,255,255
