ID,Extended,RTR,Length,Data,Count,Timestamps
760,0,0,8,"255,255,255,0,32,37,40,0",14,"0.68513,1.685127,2.685125,3.685102,4.684994,5.684978,6.684983,7.684991,8.68518,9.684958,10.684964,11.68516,12.684986,13.684963"
761,0,0,2,"0,0,,,,,,",28,"0.162196,0.662278,1.161645,1.662443,2.161095,2.661228,3.160539,3.66058,4.159992,4.660606,5.159508,5.659459,6.1595,6.659365,7.158337,7.658603,8.157791,8.658278,9.157236,9.657504,10.156726,10.657465,11.156558,11.656604,12.156525,12.65548,13.155497,13.655494"
762,0,0,8,"0,1,0,24,0,0,0,0",29,"0.115742,0.615816,1.115737,1.615768,2.115727,2.615733,3.115841,3.615759,4.115667,4.615678,5.115631,5.615612,6.115648,6.615705,7.115636,7.615616,8.115718,8.615728,9.115611,9.615705,10.115593,10.615635,11.115611,11.615603,12.115561,12.615634,13.115636,13.615714,14.115624"
767,0,0,8,"0,142,0,0,255,255,255,255",141,"0.055058,0.155041,0.255053,0.355068,0.455141,0.555154,0.664231,0.755037,0.855577,0.955129,1.055137,1.155117,1.255141,1.355066,1.455096,1.555097,1.655191,1.755027,1.855039,1.9551,2.055009,2.155051,2.255006,2.354998,2.455111,2.555092,2.659683,2.755066,2.855025,2.955434,3.055049,3.155054,3.255059,3.355111,3.455139,3.555152,3.656132,3.7551,3.855068,3.955204,4.054973,4.154983,4.254965,4.355111,4.455114,4.555174,4.660062,4.754961,4.854941,4.955041,5.054935,5.154962,5.254921,5.354991,5.455919,5.554978,5.655086,5.754976,5.854915,5.955031,6.05592,6.154989,6.254947,6.354984,6.455689,6.555003,6.66035,6.754942,6.854925,6.955637,7.054917,7.15498,7.254942,7.35494,7.455467,7.555106,7.655155,7.755043,7.854956,7.955088,8.054983,8.15504,8.254996,8.355021,8.455234,8.555387,8.659262,8.755076,8.85501,8.955122,9.055023,9.154992,9.254981,9.355009,9.455095,9.555031,9.655978,9.754983,9.854977,9.955023,10.054968,10.154984,10.255017,10.35504,10.455294,10.555052,10.662215,10.755067,10.855096,10.955078,11.054977,11.15501,11.254981,11.354987,11.455023,11.555027,11.655141,11.755055,11.854973,11.955009,12.054993,12.154974,12.254976,12.355013,12.454977,12.555045,12.660256,12.754998,12.854997,12.955027,13.055003,13.154957,13.254978,13.354988,13.45498,13.555033,13.656478,13.754876,13.854908,13.954967,14.054956"
769,0,0,8,"0,0,0,0,0,0,0,0",14,"0.644483,1.64459,2.644361,3.644487,4.644738,5.644487,6.644466,7.644564,8.644306,9.644381,10.644443,11.644458,12.644363,13.644321"
770,0,0,8,"0,2,0,0,8,0,0,0",18,"0.646411,1.646521,2.646286,3.081561,3.646414,4.646665,5.646415,5.902532,6.646396,7.646495,8.646233,8.862147,9.646307,10.646373,11.481756,11.646384,12.646293,13.646246"
770,0,0,8,"0,2,0,16,8,0,0,0",4,"3.051634,5.871634,8.831573,11.451674"
774,0,0,8,"0,0,0,0,0,0,0,0",14,"0.73516,1.735128,2.735158,3.735233,4.735017,5.735896,6.735684,7.735454,8.735221,9.735002,10.735012,11.735054,12.735035,13.735052"
778,0,0,8,"132,128,0,129,252,15,0,103",14,"1.526915,1.745021,2.745019,4.035003,4.745047,5.745029,6.745002,7.745013,8.744994,9.744913,10.7449,11.744944,12.744873,13.745003"
778,0,0,8,"132,128,0,128,252,15,0,103",3,"0.745134,3.425195,3.745182"
781,0,0,4,"0,0,0,0,,,,",14,"0.647093,1.647199,2.646969,3.647097,4.647348,5.647097,6.647074,7.647173,8.646915,9.646986,10.647051,11.647063,12.646972,13.646929"
782,0,0,8,"68,108,28,9,7,255,7,255",14,"0.486625,1.485841,2.485652,3.485381,4.485164,5.484923,6.484691,7.484469,8.484235,9.484027,10.483782,11.483547,12.48332,13.483089"
783,0,0,7,"5,10,10,10,10,106,1,",14,"0.647955,1.648061,2.647833,3.64796,4.648211,5.64796,6.647941,7.648037,8.648738,9.647852,10.647915,11.647929,12.647834,13.647792"
785,0,0,8,"3,254,3,254,3,254,0,0",14,"0.556123,1.556065,2.55606,3.556118,4.556144,5.555962,6.555973,7.55607,8.556352,9.556,10.556021,11.555997,12.55601,13.556002"
791,0,0,8,"0,0,0,0,0,64,2,0",14,"0.649913,1.649968,2.649765,3.649859,4.650145,5.649862,6.649877,7.649939,8.649715,9.649758,10.649854,11.649833,12.649776,13.648863"
792,0,0,8,"0,0,0,0,0,0,255,0",141,"0.056066,0.156049,0.256061,0.356085,0.45615,0.557132,0.66814,0.756044,0.856596,0.956137,1.056146,1.156126,1.256146,1.356075,1.457046,1.557074,1.65711,1.756036,1.856043,1.956108,2.056017,2.156056,2.256014,2.356002,2.457065,2.557068,2.662225,2.756074,2.857017,2.956442,3.056057,3.156063,3.256067,3.356119,3.457092,3.557127,3.658117,3.756108,3.856076,3.956209,4.055978,4.155991,4.255974,4.356119,4.457068,4.557152,4.661607,4.755974,4.855949,4.956046,5.055943,5.155986,5.256911,5.355998,5.456927,5.556971,5.657005,5.755981,5.855923,5.956035,6.056928,6.155998,6.255955,6.355992,6.456697,6.556978,6.662351,6.75595,6.85593,6.956645,7.055925,7.155989,7.25595,7.355948,7.456476,7.557078,7.657074,7.756051,7.855968,7.956097,8.055987,8.156048,8.256005,8.35603,8.456239,8.557361,8.661185,8.75608,8.856995,8.956147,9.056031,9.155997,9.255986,9.356017,9.456104,9.557007,9.658504,9.755992,9.855985,9.956031,10.055976,10.15599,10.256026,10.356049,10.456302,10.557029,10.664216,10.756072,10.8561,10.956603,11.055986,11.156014,11.25599,11.355995,11.456032,11.557008,11.657605,11.75606,11.855978,11.956017,12.055998,12.155981,12.255984,12.356021,12.455982,12.557018,12.662143,12.756006,12.856005,12.956037,13.056011,13.156497,13.255987,13.35599,13.455989,13.55701,13.65846,13.755888,13.855916,13.955975,14.055964"
798,0,0,6,"0,64,0,192,0,0,,",12,"0.387529,0.887149,1.386928,1.88693,2.387097,2.88585,11.510032,11.880695,12.3794,12.87911,13.378776,13.878438"
798,0,0,6,"0,76,0,192,0,0,,",7,"3.116692,3.385699,3.885175,4.384792,4.884503,5.384168,5.883832"
798,0,0,6,"0,68,0,192,0,0,,",7,"8.871749,8.891796,9.381454,9.881116,10.380784,10.880658,11.380065"
798,0,0,6,"0,72,0,192,0,0,,",6,"5.913791,6.383475,6.88314,7.382806,7.882421,8.382128"
802,0,0,8,"2,76,0,0,55,255,255,255",16,"0.035878,0.135118,1.435135,1.737062,2.0351,2.635137,3.435145,3.635174,4.434972,6.235322,7.035559,7.835381,11.736031,12.234976,12.935027,13.035006"
802,0,0,8,"2,74,0,0,55,255,255,255",13,"1.235052,2.935127,3.335145,3.935059,5.334947,6.135756,6.93562,7.435491,8.035335,8.235503,8.335271,10.135056,13.135006"
802,0,0,8,"2,73,0,0,55,255,255,255",11,"0.935106,1.335086,2.135116,2.435068,3.53514,4.134988,6.535692,8.635196,9.535175,9.934968,11.034972"
