
*** CAPTURE STARTED ***
Buffer size: 30000 bytes (RAW MODE)
Capturing raw UART data with timestamps
Press 't' to stop capture


*** CAPTURE STOPPED ***
Captured 17611 bytes in 20.67 seconds
Type 'c' for CSV export


=== RAW CSV Export (copy this) ===

Timestamp_us,Byte_Hex
860542,0x55
861063,0x1F
861634,0x79
862209,0xC9
862779,0x00
863346,0x0C
863928,0x00
864498,0xC0
865065,0xFF
865644,0xFF
866211,0xD0
870522,0x55
871035,0x6A
871567,0x24
872089,0xA0
872606,0x00
873127,0x00
873652,0x00
874165,0xFF
874690,0xFF
875211,0xFF
875728,0xD0
880522,0x55
881035,0xE9
884834,0xFF
885522,0x55
886043,0xAD
890522,0x55
891036,0x61
891568,0x20
892089,0x44
892606,0xFF
893127,0xFF
893651,0xFF
894165,0xFF
894690,0xFF
895211,0xFF
895728,0x3A
899818,0xFF
900507,0x55
901028,0xCF
901559,0x0C
902081,0xFE
902598,0x25
904841,0xFF
905527,0x55
906048,0x8E
906580,0x60
907094,0x7F
907618,0x91
910504,0x55
911025,0xDD
911557,0x00
912078,0xFC
912602,0x25
915529,0x55
916051,0x1F
916629,0x79
917196,0xC9
917774,0x00
918341,0x0C
918921,0x00
919492,0xC0
920058,0xFF
920636,0xFF
921204,0xD0
925529,0x55
926051,0x80
930507,0x55
931027,0x32
931559,0x09
932081,0x00
932598,0xC4
935522,0x55
936043,0x9C
936576,0x00
937096,0x00
937621,0x2C
938135,0x10
938659,0xE0
939181,0xFF
939697,0x3F
940219,0x35
940736,0xD1
945530,0x55
946051,0x1F
946636,0x79
947211,0xC9
947782,0x00
948356,0x0C
948929,0x00
949499,0xC0
950074,0xFF
950644,0xFF
951219,0xD0
954856,0xFF
955545,0x55
956066,0x42
956598,0x00
957119,0xFF
957636,0xBD
960515,0x55
961035,0xCA
961567,0xFC
962081,0x7F
962605,0xB8
969818,0xFF
970507,0x55
971028,0x0D
971636,0x00
972211,0x00
972782,0xF2
979840,0xFF
980527,0x55
981047,0xC1
981633,0x00
982147,0x10
982671,0x00
983193,0xFF
983709,0x2E
990514,0x55
991035,0xB1
991567,0x0C
992089,0x00
992605,0x42
1000507,0x55
1001020,0xC4
1010534,0x55
1011055,0x1F
1011618,0x79
1012193,0xC9
1012763,0x00
1013339,0x0C
1013910,0x00
1014480,0xC0
1015056,0xFF
1015626,0xFF
1016201,0xD0
1020530,0x55
1021043,0x6A
1021575,0x24
1022096,0xA0
1022613,0x00
1023135,0x00
1023659,0x00
1024173,0xFF
1024698,0xFF
1025219,0xFF
1025735,0xD0
1029818,0xFF
1030507,0x55
1031028,0xE9
1035522,0x55
1036043,0xAD
1039849,0xFF
1040538,0x55
1041059,0x61
1041591,0x20
1042104,0x44
1042629,0xFF
1043150,0xFF
1043667,0xFF
1044188,0xFF
1044705,0xFF
1045226,0xFF
1045751,0x3A
1050515,0x55
1051035,0xCF
1051567,0x0C
1052089,0xFE
1052605,0x25
1055515,0x55
1056036,0x8E
1056568,0x60
1057089,0x7F
1057606,0x91
1060515,0x55
1061035,0xDD
1061568,0x00
1062089,0xFC
1062605,0x25
1065512,0x55
1066032,0x1F
1066633,0x79
1067208,0xC9
1067778,0x00
1068354,0x0C
1068919,0x00
1069496,0xC0
1070070,0xFF
1070641,0xFF
1071216,0xD0
1075515,0x55
1076035,0x80
1079834,0xFF
1080522,0x55
1081043,0x32
1081575,0x09
1082089,0x00
1082613,0xC4
1085519,0x55
1086040,0x9C
1086572,0x00
1087086,0x00
1087610,0x2C
1088124,0x10
1088648,0xE0
1089170,0xFF
1089687,0x3F
1090208,0x35
1090725,0xD1
1095522,0x55
1096043,0x1F
1096636,0x79
1097203,0xC9
1097781,0x00
1098349,0x0C
1098924,0x00
1099494,0xC0
1100071,0xFF
1100641,0xFF
1101216,0xD0
1105538,0x55
1106058,0x42
1106590,0x00
1107104,0xFF
1107629,0xBD
1110605,0x55
1111127,0xCA
1111659,0xFC
1112173,0x7F
1112697,0xB8
1120507,0x55
1121020,0x0D
1121652,0x00
1122226,0x00
1122804,0xF2
1130506,0x55
1131020,0xC1
1131605,0x00
1132127,0x10
1132644,0x00
1133165,0xFF
1133690,0x2E
1140507,0x55
1141027,0xB1
1141560,0x0C
1142074,0x00
1142598,0x42
1150499,0x55
1151020,0xC4
1160504,0x55
1161025,0x1F
1161618,0x79
1162186,0xC9
1162763,0x00
1163331,0x0C
1163909,0x00
1164480,0xC0
1165048,0xFF
1165626,0xFF
1166193,0xD0
1169841,0xFF
1170530,0x55
1171051,0x6A
1171583,0x24
1172096,0xA0
1172621,0x00
1173142,0x00
1173659,0x00
1174181,0xFF
1174698,0xFF
1175219,0xFF
1175736,0xD0
1180507,0x55
1181020,0xE9
1185522,0x55
1186043,0xAD
1190522,0x55
1191035,0x61
1191567,0x20
1192089,0x44
1192606,0xFF
1193127,0xFF
1193652,0xFF
1194165,0xFF
1194690,0xFF
1195211,0xFF
1195728,0x3A
1200507,0x55
1201020,0xCF
1201552,0x0C
1202073,0xFE
1202590,0x25
1205527,0x55
1206047,0x8E
1206579,0x60
1207101,0x7F
1207618,0x91
1210504,0x55
1211025,0xDD
1211557,0x00
1212078,0xFC
1212595,0x25
1215527,0x55
1216048,0x1F
1216625,0x79
1217201,0xC9
1217771,0x00
1218346,0x0C
1218918,0x00
1219488,0xC0
1220063,0xFF
1220633,0xFF
1221209,0xD0
1225521,0x55
1226042,0x80
1229818,0xFF
1230507,0x55
1231028,0x32
1231560,0x09
1232074,0x00
1232598,0xC4
1235527,0x55
1236048,0x9C
1236580,0x00
1237094,0x00
1237618,0x2C
1238132,0x10
1238656,0xE0
1239178,0xFF
1239694,0x3F
1240216,0x35
1240733,0xD1
1245511,0x55
1246033,0x1F
1246641,0x79
1247209,0xC9
1247787,0x00
1248354,0x0C
1248933,0x00
1249504,0xC0
1250070,0xFF
1250648,0xFF
1251216,0xD0
1255530,0x55
1256050,0x42
1256582,0x00
1257104,0xFF
